District,Title,AddressLine2,AddressLine1,AddressLine3,AddressLine4,Telephone,Fax,LastName,
CA09,US Representative,US House of Representatives,The Honorable Barbara J. Lee,1301 Clay Street Suite 1000 North,"Oakland, CA 94612-5233",(510) 763-0370,(510) 763-6538,Lee,94612-5233
FL06,US Representative,US House of Representatives,The Honorable Cliff B. Stearns,115 Southeast 25th Avenue ,"Ocala, FL 34471-9179",(352) 351-8777,(352) 351-8011,Stearns,34471-9179
TX11,US Representative,US House of Representatives,The Honorable Mike Conaway,411 West Eight Street Fifth Floor,"Odessa, TX 79761-4422",(432) 331-9667,(432) 332-6538,Conaway,79761-4422
UT01,US Representative,US House of Representatives,The Honorable Rob W. Bishop,324 25th Street Room 1017,"Ogden, UT 84401-2361",(801) 625-0107,(801) 625-0124,Bishop,84401-2361
OK05,US Representative,US House of Representatives,The Honorable James Lankford,1015 North Broadway Suite 310,"Oklahoma City, OK 73102-5849",(405) 234-9900,(405) 234-9909,Lankford,73102-5849
IL19,US Representative,US House of Representatives,The Honorable John M. Shimkus,120 South Fair ,"Olney, IL 62450-2258",(618) 392-7737,(618) 395-8178,Shimkus,62450-2258
NE02,US Representative,US House of Representatives,The Honorable Lee Terry,11717 Burt Street Suite 106,"Omaha, NE 68154-1500",(402) 397-9944,(402) 397-8787,Terry,68154-1500
NY23,US Representative,US House of Representatives,The Honorable Bill L. Owens,131 Main Street Suite 106,"Oneida, NY 13421-1641",(315) 367-0041,(315) 367-0046,Owens,13421-1641
AL03,US Representative,US House of Representatives,The Honorable Mike D. Rogers,1819 Pepperell Parkway Suite 203,"Opelika, AL 36801-5476",(334) 745-6221,(334) 742-0109,Rogers,36801-5476
FL06,US Representative,US House of Representatives,The Honorable Cliff B. Stearns,"1726 Kingsley Avenue, SE Suite 8","Orange Park, FL 32073-4411",(904) 269-3203,(904) 269-3343,Stearns,32073-4411
CA40,US Representative,US House of Representatives,The Honorable Ed R. Royce,1110 East Chapman Avenue Suite 207,"Orange, CA 92866-2145",(714) 744-4130,(714) 744-4056,Royce,92866-2145
TX08,US Representative,US House of Representatives,The Honorable Kevin Brady,420 Green Avenue ,"Orange, TX 77630-5803",(409) 883-4197,(409) 883-6550,Brady,77630-5803
OR05,US Representative,US House of Representatives,The Honorable Kurt Schrader,621 High Street ,"Oregon City, OR 97045-2240",(503) 557-1324,,Schrader,97045-2240
FL03,US Representative,US House of Representatives,The Honorable Corrine Brown,219 Lime Avenue ,"Orlando, FL 32805-2248",(407) 872-0656,(407) 872-5763,Brown,32805-2248
FL07,US Representative,US House of Representatives,The Honorable John L. Mica,770 West Granada Boulevard Suite 315,"Ormond Beach, FL 32174-5180",(386) 676-7750,(386) 676-7748,Mica,32174-5180
WI06,US Representative,US House of Representatives,The Honorable Tom E. Petri,2390 State Road 44 Suite B,"Oshkosh, WI 54904-6438",(920) 231-6333,(920) 231-0464,Petri,54904-6438
FL24,US Representative,US House of Representatives,The Honorable Sandy Adams,2461 West SR 426 Suite 1041,"Oviedo, FL 32765-4508",(407) 977-7601,(407) 977-7601,Adams,32765-4508
KY02,US Representative,US House of Representatives,The Honorable Brett Guthrie,2200 Airport Road ,"Owensboro, KY 42301-9488",(270) 842-9896,(270) 842-9081,Guthrie,42301-9488
KY01,US Representative,US House of Representatives,The Honorable Ed Whitfield,100 Fountain Avenue Room 104,"Paducah, KY 42001-2771",(270) 442-6901,(270) 442-6805,Whitfield,42001-2771
AS01,US Representative,US House of Representatives,The Honorable Eni F. H. Faleomavaega,PO Box X ,"Pago Pago, AS 96799-0230",(684) 633-1372,(684) 633-2680,Faleomavaega,96799-0230
OH14,US Representative,US House of Representatives,The Honorable Steven C. LaTourette,One Victoria Place Room 320,"Painesville, OH 44077-3406",(440) 352-3939,(440) 352-3622,LaTourette,44077-3406
FL07,US Representative,US House of Representatives,The Honorable John L. Mica,613 St. Johns Avenue Room 107,"Palatka, FL 32177-4643",(386) 328-1622,(386) 246-6042,Mica,32177-4643
FL07,US Representative,US House of Representatives,The Honorable John L. Mica,1 Florida Park Drive South Room 100,"Palm Coast, FL 32137-3801",(386) 246-6042,(386) 328-1622,Mica,32137-3801
FL09,US Representative,US House of Representatives,The Honorable Gus M. Bilirakis,35111 US Highway 19 North Suite 301,"Palm Harbor, FL 34684-1934",(727) 773-2871,(727) 784-6471,Bilirakis,34684-1934
CA45,US Representative,US House of Representatives,The Honorable Mary Bono Mack,707 East Tahquitz Canyon Way Suite 9,"Palm Springs, CA 92262-0101",(760) 320-1076,(760) 320-0596,Bono Mack,92262-0101
CA25,US Representative,US House of Representatives,The Honorable Buck McKeon,"1008 West Avenue, M-14 Suite E-1","Palmdale, CA 93551-1441",(661) 274-9688,(661) 274-8744,McKeon,93551-1441
CA14,US Representative,US House of Representatives,The Honorable Anna G. Eshoo,698 Emerson Street ,"Palo Alto, CA 94301-1609",(650) 323-2984,(650) 323-3498,Eshoo,94301-1609
FL02,US Representative,US House of Representatives,The Honorable Steve Southerland,840 West 11th Street Suite 2250,"Panama City, FL 32401-2336",(850) 785-0812,(850) 763-3764,Southerland,32401-2336
OH10,US Representative,US House of Representatives,The Honorable Dennis J. Kucinich,7904 Day Drive ,"Parma, OH 44129-5637",(440) 845-2707,(440) 845-2743,Kucinich,44129-5637
CA29,US Representative,US House of Representatives,The Honorable Adam B. Schiff,87 North Raymond Avenue Suite 800,"Pasadena, CA 91103-3966",(626) 304-2727,(626) 304-0572,Schiff,91103-3966
WA04,US Representative,US House of Representatives,The Honorable Doc Hastings,2715 St. Andrews Loop Suite D,"Pasco, WA 99301-3386",(509) 543-9396,(509) 545-1972,Hastings,99301-3386
NJ08,US Representative,US House of Representatives,The Honorable Bill Pascrell,330 Passaic Street ,"Passaic, NJ 07055-5815",(973) 472-4510,,Pascrell,07055-5815
NJ08,US Representative,US House of Representatives,The Honorable Bill Pascrell,200 Federal Plaza Suite 500,"Paterson, NJ 07505-1953",(973) 523-5152,(973) 523-0637,Pascrell,07505-1953
RI01,US Representative,US House of Representatives,The Honorable David N. Cicilline,249 Roosevelt Avenue Suite 200,"Pawtucket, RI 02860-2134",(401) 729-5600,(401) 729-5608,Cicilline,02860-2134
MA06,US Representative,US House of Representatives,The Honorable John F. Tierney,17 Peabody Square ,"Peabody, MA 01960-5646",(978) 531-1669,(978) 531-1996,Tierney,01960-5646
MS03,US Representative,US House of Representatives,The Honorable Gregg Harper,2507A Old Brandon Road ,"Pearl, MS 39208-4604",(601) 932-2410,(601) 965-4598,Harper,39208-4604
FL20,US Representative,US House of Representatives,The Honorable Debbie Wasserman Schultz,10100 Pines Boulevard ,"Pembroke Pines, FL 33026-6040",(954) 437-3936,(954) 437-4776,Wasserman Schultz,33026-6040
PA14,US Representative,US House of Representatives,The Honorable Mike F. Doyle,11 Duff Road ,"Penn Hills, PA 15235-3263",(412) 241-6055,(412) 241-6820,Doyle,15235-3263
FL01,US Representative,US House of Representatives,The Honorable Jeff B. Miller,4300 Bayou Boulevard Suite 13,"Pensacola, FL 32503-2679",(850) 479-1183,(850) 479-9394,Miller,32503-2679
IL18,US Representative,US House of Representatives,The Honorable Aaron Schock,100 North East Monroe Room 100,"Peoria, IL 61602-1047",(309) 671-7027,(309) 671-7309,Schock,61602-1047
NJ13,US Representative,US House of Representatives,The Honorable Albio Sires,1 Olive Street 2nd Floor,"Perth Amboy, NJ 08861-4517",(732) 442-0610,(732) 442-0671,Sires,08861-4517
MI01,US Representative,US House of Representatives,The Honorable Dan J. Benishek,200 Division Street Suite 178,"Petoskey, MI 49770-2465",(231) 348-0657,(231) 348-0653,Benishek,49770-2465
PA02,US Representative,US House of Representatives,The Honorable Chaka Fattah,4104 Walnut Street ,"Philadelphia, PA 19104-3598",(215) 387-6404,(215) 387-6407,Fattah,19104-3598
PA02,US Representative,US House of Representatives,The Honorable Chaka Fattah,6632 Germantown Avenue ,"Philadelphia, PA 19119-2250",(215) 848-9386,(215) 848-3884,Fattah,19119-2250
PA01,US Representative,US House of Representatives,The Honorable Robert A. Brady,2630 Memphis Street ,"Philadelphia, PA 19125-2344",(215) 426-4616,(215) 426-7741,Brady,19125-2344
PA01,US Representative,US House of Representatives,The Honorable Robert A. Brady,2637 East Clearfield Street ,"Philadelphia, PA 19134-5023",(267) 519-2252,(267) 519-2262,Brady,19134-5023
PA13,US Representative,US House of Representatives,The Honorable Allyson Y. Schwartz,7219 Frankford Avenue ,"Philadelphia, PA 19135-1010",(215) 335-3355,(215) 333-4508,Schwartz,19135-1010
PA01,US Representative,US House of Representatives,The Honorable Robert A. Brady,1907-09 South Broad Street ,"Philadelphia, PA 19148-2116",(215) 389-4627,(215) 389-4636,Brady,19148-2116
AZ04,US Representative,US House of Representatives,The Honorable Ed Pastor,411 North Central Avenue Suite 150,"Phoenix, AZ 85004-2120",(602) 256-0551,(602) 257-9103,Pastor,85004-2120
AZ03,US Representative,US House of Representatives,The Honorable Benjamin Quayle,2400 East Arizona Biltmore Circle Suite 1290,"Phoenix, AZ 85016-2195",(602) 263-5300,(602) 248-7733,Quayle,85016-2195
AR04,US Representative,US House of Representatives,The Honorable Mike A. Ross,100 East 8th Avenue Room 2521,"Pine Bluff, AR 71601-5070",(870) 536-3376,(870) 536-4058,Ross,71601-5070
KS02,US Representative,US House of Representatives,The Honorable Lynn Jenkins,1001 North Broadway Street Suite C,"Pittsburg, KS 66762-3905",(620) 231-5966,(620) 231-5972,Jenkins,66762-3905
PA14,US Representative,US House of Representatives,The Honorable Mike F. Doyle,225 Ross Street Fifth Floor,"Pittsburgh, PA 15219-2024",(412) 261-5091,(412) 261-1983,Doyle,15219-2024
PA18,US Representative,US House of Representatives,The Honorable Tim Murphy,504 Washington Road ,"Pittsburgh, PA 15228-2817",(412) 344-5583,(412) 429-5092,Murphy,15228-2817
MA01,US Representative,US House of Representatives,The Honorable John W. Olver,78 Center Street Suite 205,"Pittsfield, MA 01201-6172",(413) 442-0946,(413) 443-2792,Olver,01201-6172
NY29,US Representative,US House of Representatives,The Honorable Tom W. Reed,1 Grove Street Suite 101,"Pittsford, NY 14534-1328",(585) 218-0040,(585) 218-0053,Reed,14534-1328
IN04,US Representative,US House of Representatives,The Honorable Todd Rokita,2680 East Main Street Suite 332,"Plainfield, IN 46167-2829",(317) 838-0404,,Rokita,46167-2829
FL09,US Representative,US House of Representatives,The Honorable Gus M. Bilirakis,110 West Reynolds Street Suite 101,"Plant City, FL 33563-3377",(813) 752-9849,(813) 752-9017,Bilirakis,33563-3377
NY23,US Representative,US House of Representatives,The Honorable Bill L. Owens,14 Durkee Street Suite 320,"Plattsburgh, NY 12901-2998",(518) 563-1406,(518) 561-9723,Owens,12901-2998
CA11,US Representative,US House of Representatives,The Honorable Jerry McNerney,5776 Stoneridge Mall Road Room 175,"Pleasanton, CA 94588-2836",(925) 737-0727,(925) 737-0734,McNerney,94588-2836
ID02,US Representative,US House of Representatives,The Honorable Mike Simpson,275 South Fifth Avenue Suite 275,"Pocatello, ID 83201-3392",(208) 233-2222,(208) 233-2095,Simpson,83201-3392
WA06,US Representative,US House of Representatives,The Honorable Norm Dicks,332 East 5th Street ,"Port Angeles, WA 98362-3207",(360) 452-3370,(360) 452-3502,Dicks,98362-3207
CA23,US Representative,US House of Representatives,The Honorable Lois Capps,2675 North Ventura Road Suite 105,"Port Hueneme, CA 93041-2045",(805) 985-6807,(805) 985-6875,Capps,93041-2045
FL24,US Representative,US House of Representatives,The Honorable Sandy Adams,1000 City Center Circle 2nd Floor,"Port Orange, FL 32129-4144",(386) 756-9798,(386) 756-9903,Adams,32129-4144
ME01,US Representative,US House of Representatives,The Honorable Chellie Pingree,2 Portland Fish Pier Suite 304,"Portland, ME 04101-4633",(207) 774-5019,(207) 871-0720,Pingree,04101-4633
OR01,US Representative,US House of Representatives,The Honorable David Wu,620 SW Main Street Suite 606,"Portland, OR 97205-3024",(503) 326-2901,(503) 326-5066,Wu,97205-3024
OR03,US Representative,US House of Representatives,The Honorable Earl Blumenauer,729 NE Oregon Street Suite 115,"Portland, OR 97232-2184",(503) 231-2300,(503) 230-5413,Blumenauer,97232-2184
OH02,US Representative,US House of Representatives,The Honorable Jean Schmidt,602 Chillicothe Street Suite 304,"Portsmouth, OH 45662-4262",(740) 354-1440,(740) 354-1144,Schmidt,45662-4262
PA17,US Representative,US House of Representatives,The Honorable Tim Holden,101 North Centre Street Room 303,"Pottsville, PA 17901-2972",(570) 622-4212,(570) 628-2561,Holden,17901-2972
WA01,US Representative,US House of Representatives,The Honorable Jay Inslee,"17791 Fjord Drive, NE Door 112","Poulsbo, WA 98370-8481",(360) 598-2342,(360) 598-3650,Inslee,98370-8481
AR04,US Representative,US House of Representatives,The Honorable Mike A. Ross,221 West Main Street ,"Prescott, AR 71857-3608",(870) 887-6787,(870) 887-6799,Ross,71857-3608
AZ01,US Representative,US House of Representatives,The Honorable Paul A. Gosar,240 South Montezuma Street Unit #101,"Prescott, AZ 86303-4712",(928) 445-1683,(928) 445-3414,Gosar,86303-4712
ME02,US Representative,US House of Representatives,The Honorable Michael H. Michaud,445 Main Street ,"Presque Isle, ME 04769-2651",(207) 764-1036,(207) 764-1060,Michaud,04769-2651
KY05,US Representative,US House of Representatives,The Honorable Hal Rogers,110 Resource Court Suite A,"Prestonsburg, KY 41653-7851",(606) 886-0844,(606) 889-0371,Rogers,41653-7851
UT02,US Representative,US House of Representatives,The Honorable Jim Matheson,120 East Main Street ,"Price, UT 84501-3050",(435) 636-3722,(435) 636-3721,Matheson,84501-3050
UT03,US Representative,US House of Representatives,The Honorable Jason Chaffetz,51 South University Avenue Suite 318,"Provo, UT 84601-4491",(801) 851-2500,(801) 851-2509,Chaffetz,84601-4491
CO03,US Representative,US House of Representatives,The Honorable Scott R. Tipton,503 North Main Street Suite 658,"Pueblo, CO 81003-3132",(719) 542-1073,(719) 542-1127,Tipton,81003-3132
FL16,US Representative,US House of Representatives,The Honorable Thomas J. Rooney,226 Taylor Street Suite 200,"Punta Gorda, FL 33950-4459",(941) 575-9101,(941) 575-9103,Rooney,33950-4459
MA10,US Representative,US House of Representatives,The Honorable William R. Keating,1250 Hancock Street Suite 802-N,"Quincy, MA 02169-4331",(508) 771-0666,(508) 790-1959,Keating,02169-4331
WI01,US Representative,US House of Representatives,The Honorable Paul D. Ryan,216 6th Street ,"Racine, WI 53403-1216",(262) 637-0510,(262) 637-5689,Ryan,53403-1216
KY02,US Representative,US House of Representatives,The Honorable Brett Guthrie,411 West Lincoln Trail Boulevard ,"Radcliff, KY 40160-2046",(270) 842-9896,(270) 842-9081,Guthrie,40160-2046
NC13,US Representative,US House of Representatives,The Honorable Brad Miller,1300 St. Mary's Street Suite 504,"Raleigh, NC 27605-1276",(919) 836-1313,(919) 836-1314,Miller,27605-1276
NC04,US Representative,US House of Representatives,The Honorable David E. Price,5400 Trinity Road Suite 205,"Raleigh, NC 27607-3815",(919) 859-5999,(919) 859-5998,Price,27607-3815
SD01,US Representative,US House of Representatives,The Honorable Kristi L. Noem,343 Quincy Street ,"Rapid City, SD 57701-3797",(605) 791-4673,(605) 791-4679,Noem,57701-3797
MN07,US Representative,US House of Representatives,The Honorable Collin C. Peterson,2603 Wheat Drive ,"Red Lake Falls, MN 56750-4800",(218) 253-4356,(218) 253-4373,Peterson,56750-4800
CA02,US Representative,US House of Representatives,The Honorable Wally Herger,280 Hemsted Drive Suite 105,"Redding, CA 96002-0164",(530) 223-5898,(530) 223-5897,Herger,96002-0164
CA41,US Representative,US House of Representatives,The Honorable Jerry Lewis,1150 Brookside Avenue Suite J-5,"Redlands, CA 92373-6314",(909) 862-6030,(909) 335-9155,Lewis,92373-6314
MN07,US Representative,US House of Representatives,The Honorable Collin C. Peterson,PO Box 50 ,"Redwood Falls, MN 56283-0050",(507) 637-2270,,Peterson,56283-0050
NV02,US Representative,US House of Representatives,The Honorable Dean Heller,400 South Virginia Street Suite 502,"Reno, NV 89501-2116",(775) 686-5760,(775) 686-5711,Heller,89501-2116
TX03,US Representative,US House of Representatives,The Honorable Sam Johnson,2929 North Central Expressway Suite 240,"Richardson, TX 75080-2000",(972) 470-0892,(972) 470-9937,Johnson,75080-2000
CA07,US Representative,US House of Representatives,The Honorable George Miller,3220 Blume Drive Suite 160,"Richmond, CA 94806-5741",(510) 262-6500,,Miller,94806-5741
IN06,US Representative,US House of Representatives,The Honorable Mike Pence,50 North Fifth Street Second Floor,"Richmond, IN 47374-4247",(765) 962-2883,(765) 962-3225,Pence,47374-4247
VA03,US Representative,US House of Representatives,The Honorable Bobby C. Scott,400 North 8th Street Suite 430,"Richmond, VA 23219-1321",(804) 644-4845,(804) 648-6026,Scott,23219-1321
TX28,US Representative,US House of Representatives,The Honorable Henry Cuellar,100 North F.M. 3167 ,"Rio Grande City, TX 78582-6688",(956) 487-5603,(956) 488-0952,Cuellar,78582-6688
NM03,US Representative,US House of Representatives,The Honorable Ben Ray Lujan,"3200 Civic Center, NE Suite 330","Rio Rancho, NM 87144-4503",(505) 994-0499,(505) 994-0550,Lujan,87144-4503
CA44,US Representative,US House of Representatives,The Honorable Ken Calvert,3400 Central Avenue Suite 200,"Riverside, CA 92506-2163",(951) 784-4300,(951) 784-5255,Calvert,92506-2163
VA06,US Representative,US House of Representatives,The Honorable Bob Goodlatte,"Ten Franklin Road, SE Suite 540","Roanoke, VA 24011-2121",(540) 857-2672,(540) 857-2675,Goodlatte,24011-2121
MN01,US Representative,US House of Representatives,The Honorable Tim Walz,1134 7th Street Northwest ,"Rochester, MN 55901-1732",(507) 206-0643,,Walz,55901-1732
NY28,US Representative,US House of Representatives,The Honorable Louise M. Slaughter,100 State Street Room 3120,"Rochester, NY 14614-1309",(585) 232-4850,(585) 232-1954,Slaughter,14614-1309
NY25,US Representative,US House of Representatives,The Honorable Ann Marie Buerkle,1280 Titus Avenue ,"Rochester, NY 14617-4125",(585) 336-7291,(585) 336-7274,Buerkle,14617-4125
SC05,US Representative,US House of Representatives,The Honorable Mick Mulvaney,1456 Ebenezer Road ,"Rock Hill, SC 29732-2339",(803) 327-1114,(803) 327-4330,Mulvaney,29732-2339
WY01,US Representative,US House of Representatives,The Honorable Cynthia M. Lummis,404 N Street Suite 204,"Rock Springs, WY 82901-5474",(307) 362-4095,(307) 362-4097,Lummis,82901-5474
NY09,US Representative,US House of Representatives,The Honorable Anthony D. Weiner,90-16 Rockaway Beach Boulevard ,"Rockaway, NY 11693-1530",(718) 318-9255,,Weiner,11693-1530
IL16,US Representative,US House of Representatives,The Honorable Donald A. Manzullo,415 South Mulford Road ,"Rockford, IL 61108-3011",(815) 394-1231,(815) 394-3930,Manzullo,61108-3011
NC08,US Representative,US House of Representatives,The Honorable Larry Kissell,230 East Franklin Street ,"Rockingham, NC 28379-3627",(910) 997-2070,(910) 997-7987,Kissell,28379-3627
MD08,US Representative,US House of Representatives,The Honorable Chris Van Hollen,51 Monroe Street Suite 507,"Rockville, MD 20850-2406",(301) 424-3501,(301) 424-5992,Van Hollen,20850-2406
TX04,US Representative,US House of Representatives,The Honorable Ralph M. Hall,104 North San Jacinto Street ,"Rockwall, TX 75087-2508",(972) 771-9118,(972) 722-0907,Hall,75087-2508
AR03,US Representative,US House of Representatives,The Honorable Steve Womack,3333 Pinnacle Hills Suite 120,"Rogers, AR 72758-8979",(479) 464-0446,(479) 464-0063,Womack,72758-8979
MO08,US Representative,US House of Representatives,The Honorable Jo Ann Emerson,1301 Kings Highway ,"Rolla, MO 65401-3136",(573) 364-2455,(573) 364-1053,Emerson,65401-3136
GA11,US Representative,US House of Representatives,The Honorable Phil Gingrey,600 East First Street Suite 301,"Rome, GA 30161-3149",(706) 290-1776,(706) 232-7864,Gingrey,30161-3149
OR04,US Representative,US House of Representatives,The Honorable Peter A. DeFazio,PO Box 2460 ,"Roseburg, OR 97470-0511",(541) 440-3523,(541) 440-3525,DeFazio,97470-0511
MI12,US Representative,US House of Representatives,The Honorable Sandy Levin,27085 Gratiot Avenue ,"Roseville, MI 48066-2947",(586) 498-7122,(586) 498-7123,Levin,48066-2947
NM02,US Representative,US House of Representatives,The Honorable Steve E. Pearce,1717 West Second Street Suite 100,"Roswell, NM 88201-2029",(855) 473-2723,,Pearce,88201-2029
MP01,US Representative,US House of Representatives,The Honorable Gregorio Kilili Camacho Sablan,PO Box 1361 ,"Rota, MP 96951-1361",(670) 532-2647,,Sablan,96951-1361
TX31,US Representative,US House of Representatives,The Honorable John R. Carter,1717 North IH 35 Suite 303,"Round Rock, TX 78664-2901",(512) 246-1600,(512) 246-1620,Carter,78664-2901
MA08,US Representative,US House of Representatives,The Honorable Michael E. Capuano,Roxbury Community College Room 211,"Roxbury, MA 02120-3400",(617) 621-6208,(617) 621-8628,Capuano,02120-3400
CA05,US Representative,US House of Representatives,The Honorable Doris O. Matsui,501 I Street Room 12-600,"Sacramento, CA 95814-4778",(916) 498-5600,(916) 444-6117,Matsui,95814-4778
MI05,US Representative,US House of Representatives,The Honorable Dale E. Kildee,515 North Washington Avenue Suite 401,"Saginaw, MI 48607-1378",(989) 755-8904,(989) 755-8908,Kildee,48607-1378
MP01,US Representative,US House of Representatives,The Honorable Gregorio Kilili Camacho Sablan,PO Box 504879 ,"Saipan, MP 96950-4310",(670) 323-2647,(670) 323-2649,Sablan,96950-4310
OR05,US Representative,US House of Representatives,The Honorable Kurt Schrader,494 State Street Suite 210,"Salem, OR 97301-3830",(503) 588-9100,(503) 588-5517,Schrader,97301-3830
KS01,US Representative,US House of Representatives,The Honorable Tim Huelskamp,"119 West Iron Avenue 4th Floor, Suite A","Salina, KS 67402",(785) 309-0572,(785) 827-6957,Huelskamp,67402
CA17,US Representative,US House of Representatives,The Honorable Sam Farr,100 West Alisal Street ,"Salinas, CA 93901-2687",(831) 424-2229,(831) 424-7099,Farr,93901-2687
MD01,US Representative,US House of Representatives,The Honorable Andy Harris,212 West Main Street Suite 204 B,"Salisbury, MD 21801-5026",(443) 944-8624,(443) 944-8625,Harris,21801-5026
UT02,US Representative,US House of Representatives,The Honorable Jim Matheson,240 East Morris Avenue Suite 235,"Salt Lake City, UT 84115-3296",(801) 486-1236,(801) 486-1417,Matheson,84115-3296
UT01,US Representative,US House of Representatives,The Honorable Rob W. Bishop,125 South State Street Suite 5420,"Salt Lake City, UT 84138-1102",(801) 532-2344,(801) 532-3583,Bishop,84138-1102
TX11,US Representative,US House of Representatives,The Honorable Mike Conaway,33 East Twohig Avenue Suite 307,"San Angelo, TX 76903-6451",(325) 659-4010,(325) 659-4014,Conaway,76903-6451
TX28,US Representative,US House of Representatives,The Honorable Henry Cuellar,615 East Houston Street Suite 451,"San Antonio, TX 78205-2054",(210) 271-2851,(210) 277-6671,Cuellar,78205-2054
TX20,US Representative,US House of Representatives,The Honorable Charles A. Gonzalez,727 East Durango Boulevard Room B-124,"San Antonio, TX 78206-1286",(210) 472-6195,(210) 472-4009,Gonzalez,78206-1286
TX21,US Representative,US House of Representatives,The Honorable Lamar S. Smith,1100 NE Loop 410 Suite 640,"San Antonio, TX 78209-1530",(210) 821-5024,(210) 821-5947,Smith,78209-1530
TX23,US Representative,US House of Representatives,The Honorable Francisco R. Canseco,1313 SE Military Drive Room 101,"San Antonio, TX 78214-2850",(210) 922-7826,(210) 924-3560,Canseco,78214-2850
TX23,US Representative,US House of Representatives,The Honorable Francisco R. Canseco,6363 Dezavala Road Suite 105,"San Antonio, TX 78249-2104",(210) 561-8855,(210) 877-5835,Canseco,78249-2104
CA43,US Representative,US House of Representatives,The Honorable Joe Baca,201 North East Street Suite 102,"San Bernardino, CA 92401-1520",(909) 885-2222,(909) 888-5959,Baca,92401-1520
CA53,US Representative,US House of Representatives,The Honorable Susan A. Davis,2700 Adams Avenue Suite 102,"San Diego, CA 92116-1367",(619) 280-5353,(619) 280-5311,Davis,92116-1367
CA26,US Representative,US House of Representatives,The Honorable David Dreier,510 East Foothill Boulevard Suite 201,"San Dimas, CA 91773-1254",(909) 575-6226,(909) 575-6266,Dreier,91773-1254
CA08,US Representative,US House of Representatives,The Honorable Nancy Pelosi,90 7th Street Suite 2-800,"San Francisco, CA 94103-6723",(415) 556-4862,(415) 861-1670,Pelosi,94103-6723
CA16,US Representative,US House of Representatives,The Honorable Zoe Lofgren,635 North First Street Suite B,"San Jose, CA 95112-5110",(408) 271-8700,(408) 271-8714,Lofgren,95112-5110
PR01,US Representative,US House of Representatives,The Honorable Pedro R. Pierluisi,Puerta de Tierra 2ndo Piso,"San Juan, PR 00901-2102",(787) 723-6333,(787) 729-7738,Pierluisi,00901-2102
CA23,US Representative,US House of Representatives,The Honorable Lois Capps,1411 Marsh Street Suite 205,"San Luis Obispo, CA 93401-2923",(805) 546-8348,(805) 546-8368,Capps,93401-2923
CA12,US Representative,US House of Representatives,The Honorable Jackie Speier,400 South El Camino Real Suite 750,"San Mateo, CA 94402-1761",(650) 342-0300,(650) 375-8270,Speier,94402-1761
CA06,US Representative,US House of Representatives,The Honorable Lynn C. Woolsey,1050 Northgate Drive Suite 354,"San Rafael, CA 94903-2580",(415) 507-9554,(415) 507-9601,Woolsey,94903-2580
GA12,US Representative,US House of Representatives,The Honorable John Barrow,PO Box 1017 ,"Sandersville, GA 31082",(478) 553-1923,(478) 553-9215,Barrow,31082
CA23,US Representative,US House of Representatives,The Honorable Lois Capps,301 East Carrillo Street Suite A,"Santa Barbara, CA 93101-2611",(805) 730-1710,(805) 730-9153,Capps,93101-2611
CA25,US Representative,US House of Representatives,The Honorable Buck McKeon,26650 The Old Road Suite 203,"Santa Clarita, CA 91381-0750",(661) 254-2111,(661) 254-2380,McKeon,91381-0750
CA17,US Representative,US House of Representatives,The Honorable Sam Farr,701 Ocean Avenue Room 318,"Santa Cruz, CA 95060-4027",(831) 429-1976,(831) 429-1458,Farr,95060-4027
CA38,US Representative,US House of Representatives,The Honorable Grace F. Napolitano,11627 East Telegraph Road Suite 100,"Santa Fe Springs, CA 90670-6810",(562) 801-2134,(562) 949-9144,Napolitano,90670-6810
NM03,US Representative,US House of Representatives,The Honorable Ben Ray Lujan,811 St. Michael's Drive Suite 104,"Santa Fe, NM 87505-7640",(505) 984-8950,(505) 986-5047,Lujan,87505-7640
CA06,US Representative,US House of Representatives,The Honorable Lynn C. Woolsey,1101 College Avenue Suite 200,"Santa Rosa, CA 95404-3940",(707) 542-7182,(707) 542-2745,Woolsey,95404-3940
SC06,US Representative,US House of Representatives,The Honorable James E. Clyburn,176 Brooks Boulevard ,"Santee, SC 29142-8644",(803) 854-4700,(803) 854-4900,Clyburn,29142-8644
FL13,US Representative,US House of Representatives,The Honorable Vern Buchanan,235 North Orange Avenue Suite 201,"Sarasota, FL 34236-8522",(941) 951-6643,(941) 951-2972,Buchanan,34236-8522
NY20,US Representative,US House of Representatives,The Honorable Chris P. Gibson,513 Broadway ,"Saratoga Springs, NY 12866-6730",(518) 306-5450,(518) 306-5446,Gibson,12866-6730
GA12,US Representative,US House of Representatives,The Honorable John Barrow,450 Mall Boulevard Suite A,"Savannah, GA 31406-4864",(912) 354-7282,(912) 354-7782,Barrow,31406-4864
GA01,US Representative,US House of Representatives,The Honorable Jack Kingston,One Diamond Causeway Suite 7,"Savannah, GA 31406-7434",(912) 352-0101,(912) 352-0105,Kingston,31406-7434
NY21,US Representative,US House of Representatives,The Honorable Paul D. Tonko,105 Jay Street Room 15,"Schenectady, NY 12305-1905",(518) 374-4547,(518) 374-7908,Tonko,12305-1905
NE03,US Representative,US House of Representatives,The Honorable Adrian M. Smith,416 Valleyview Drive Suite 600,"Scottsbluff, NE 69361-1445",(308) 633-6333,(308) 633-6335,Smith,69361-1445
AZ05,US Representative,US House of Representatives,The Honorable David Schweikert,10603 North Hayden Road Suite 108,"Scottsdale, AZ 85260-5571",(480) 946-2411,(480) 946-2446,Schweikert,85260-5571
